"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"ENSEMBL"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"SYMBOL"	"GENENAME"	"gene_name"	"fold_enrichment"	"-log10(pvalue)"	"-log10(qvalue)"
"chr3"	125055930	125056374	445	"*"	"pool_peak_13383"	127	"Promoter (<=1kb)"	3	124965710	125055997	90288	2	"ENSG00000173706"	"ENST00000311127.9"	0	"57493"	"HEG1"	"heart development protein with EGF like domains 1"	"HEG1"	8.44492	15.8123	12.7643
"chr3"	125212139	125213104	966	"*"	"pool_peak_13385"	149	"Promoter (<=1kb)"	3	125083157	125212765	129609	2	"ENSG00000221955"	"ENST00000469902.5"	0	"84561"	"SLC12A8"	"solute carrier family 12 member 8"	"SLC12A8"	7.35643	18.0476	14.96
"chr3"	125374738	125375400	663	"*"	"pool_peak_13386"	297	"Promoter (<=1kb)"	3	125225669	125375325	149657	2	"ENSG00000163848"	"ENST00000360647.9"	0	"7707"	"ZNF148"	"zinc finger protein 148"	"ZNF148"	11.4053	33.0702	29.7103
"chr3"	125519791	125520368	578	"*"	"pool_peak_13388"	187	"Promoter (<=1kb)"	3	125446650	125520202	73553	2	"ENSG00000114520"	"ENST00000251775.9"	0	"8723"	"SNX4"	"sorting nexin 4"	"SNX4"	9.79177	21.8563	18.7001
"chr3"	125595086	125595560	475	"*"	"pool_peak_13390"	198	"Promoter (<=1kb)"	3	125528858	125595497	66640	2	"ENSG00000144909"	"ENST00000296220.6"	0	"114885"	"OSBPL11"	"oxysterol binding protein like 11"	"OSBPL11"	10.2639	23.0115	19.8181
"chr3"	126083686	126084535	850	"*"	"pool_peak_13391"	395	"Promoter (<=1kb)"	3	126006355	126084109	77755	2	"ENSG00000114544"	"ENST00000360370.8"	0	"54946"	"SLC41A3"	"solute carrier family 41 member 3"	"SLC41A3"	9.73245	43.04	39.5095
"chr3"	126212908	126213800	893	"*"	"pool_peak_13392"	81	"Promoter (<=1kb)"	3	126213204	126247713	34510	1	"ENSG00000287232"	"ENST00000670210.1"	0	NA	NA	NA	"AC079848.2"	6.53876	11.0686	8.18024
"chr3"	126357014	126357913	900	"*"	"pool_peak_13395"	140	"Promoter (<=1kb)"	3	126342635	126357408	14774	2	"ENSG00000163884"	"ENST00000296233.4"	0	"28999"	"KLF15"	"Kruppel like factor 15"	"KLF15"	7.05614	17.0727	14.0896
"chr3"	126475408	126476292	885	"*"	"pool_peak_13398"	146	"Promoter (<=1kb)"	3	126437601	126475891	38291	2	"ENSG00000070476"	"ENST00000389709.8"	0	"79364"	"ZXDC"	"ZXD family zinc finger C"	"ZXDC"	5.89545	17.63	14.6359
"chr3"	126524038	126524753	716	"*"	"pool_peak_13399"	317	"Promoter (<=1kb)"	3	126524155	126543291	19137	1	"ENSG00000180767"	"ENST00000319340.7"	0	"166012"	"CHST13"	"carbohydrate sulfotransferase 13"	"CHST13"	9.49287	35.1285	31.7561
"chr3"	126654439	126655203	765	"*"	"pool_peak_13401"	447	"Promoter (<=1kb)"	3	126607059	126655124	48066	2	"ENSG00000197763"	"ENST00000524230.7"	0	"114112"	"TXNRD3"	"thioredoxin reductase 3"	"TXNRD3"	10.8471	48.3301	44.7372
"chr3"	126704122	126704646	525	"*"	"pool_peak_13402"	397	"Promoter (<=1kb)"	3	126704240	126957833	253594	1	"ENSG00000159685"	"ENST00000503119.5"	0	"84303"	"CHCHD6"	"coiled-coil-helix-coiled-coil-helix domain containing 6"	"CHCHD6"	13.5343	43.3135	39.7617
"chr3"	126982631	126983037	407	"*"	"pool_peak_13403"	81	"Distal Intergenic"	3	126988594	127037392	48799	1	"ENSG00000114554"	"ENST00000393409.2"	-5557	"5361"	"PLXNA1"	"plexin A1"	"PLXNA1"	6.58212	11.0194	8.12257
"chr3"	127590076	127591519	1444	"*"	"pool_peak_13412"	315	"Promoter (<=1kb)"	3	127571232	127590733	19502	2	"ENSG00000163870"	"ENST00000355552.8"	0	"131601"	"TPRA1"	"transmembrane protein adipocyte associated 1"	"TPRA1"	6.12828	34.8519	31.5211
"chr3"	127598292	127598778	487	"*"	"pool_peak_13413"	168	"Promoter (<=1kb)"	3	127598410	127621829	23420	1	"ENSG00000073111"	"ENST00000474964.5"	0	"4171"	"MCM2"	"minichromosome maintenance complex component 2"	"MCM2"	10.1318	19.9846	16.8546
"chr3"	127672370	127673431	1062	"*"	"pool_peak_13416"	288	"Promoter (<=1kb)"	3	127672935	127677026	4092	1	"ENSG00000114626"	"ENST00000483857.5"	0	"80325"	"ABTB1"	"ankyrin repeat and BTB domain containing 1"	"ABTB1"	7.77601	32.1635	28.8506
"chr3"	128051933	128052654	722	"*"	"pool_peak_13418"	125	"Promoter (<=1kb)"	3	128052426	128060211	7786	1	"ENSG00000058262"	"ENST00000481210.5"	0	"29927"	"SEC61A1"	"SEC61 translocon alpha 1 subunit"	"SEC61A1"	7.02725	15.4971	12.5299
"chr3"	128153299	128154037	739	"*"	"pool_peak_13420"	192	"Promoter (<=1kb)"	3	128153481	128408646	255166	1	"ENSG00000132394"	"ENST00000254730.11"	0	"60678"	"EEFSEC"	"eukaryotic elongation factor, selenocysteine-tRNA specific"	"EEFSEC"	9.20635	22.4127	19.2578
"chr3"	128426155	128426799	645	"*"	"pool_peak_13423"	118	"Distal Intergenic"	3	128463594	128472317	8724	1	"ENSG00000242049"	"ENST00000471626.1"	-36795	"285224"	"DNAJB8-AS1"	"DNAJB8 antisense RNA 1"	"DNAJB8-AS1"	7.45101	14.8061	11.8278
"chr3"	128650108	128650698	591	"*"	"pool_peak_13431"	219	"Promoter (<=1kb)"	3	128641046	128650816	9771	2	"ENSG00000163902"	"ENST00000497415.1"	118	"6184"	"RPN1"	"ribophorin I"	"RPN1"	10.1621	25.206	21.9859
"chr3"	128680803	128681444	642	"*"	"pool_peak_13432"	180	"Promoter (<=1kb)"	3	128620159	128681075	60917	2	"ENSG00000163902"	"ENST00000497289.5"	0	"6184"	"RPN1"	"ribophorin I"	"RPN1"	9.88583	21.2186	18.0757
"chr3"	128726054	128726656	603	"*"	"pool_peak_13433"	461	"Promoter (<=1kb)"	3	128726136	128814762	88627	1	"ENSG00000075785"	"ENST00000676425.1"	0	"7879"	"RAB7A"	"RAB7A, member RAS oncogene family"	"RAB7A"	12.5414	49.7556	46.1439
"chr3"	129027092	129027645	554	"*"	"pool_peak_13438"	528	"Promoter (2-3kb)"	3	129030449	129040740	10292	1	"ENSG00000114654"	"ENST00000481536.2"	-2804	"79825"	"EFCC1"	"EF-hand and coiled-coil domain containing 1"	"EFCC1"	13.3427	56.5756	52.8561
"chr3"	129121436	129122565	1130	"*"	"pool_peak_13442"	379	"Promoter (<=1kb)"	3	129087569	129121804	34236	2	"ENSG00000172780"	"ENST00000393304.5"	0	"339122"	"RAB43"	"RAB43, member RAS oncogene family"	"RAB43"	6.88834	41.3861	37.9901
"chr3"	129278527	129279489	963	"*"	"pool_peak_13445"	440	"Promoter (<=1kb)"	3	129278828	129304751	25924	1	"ENSG00000183624"	"ENST00000509042.5"	0	"56941"	"HMCES"	"5-hydroxymethylcytosine binding, ES cell specific"	"HMCES"	8.92271	47.5915	44.0165
"chr3"	129314739	129316725	1987	"*"	"pool_peak_13447"	81	"Promoter (<=1kb)"	3	129314771	129316286	1516	2	"ENSG00000184897"	"ENST00000333762.6"	0	"8971"	"H1-10"	"H1.10 linker histone"	"H1-10"	4.87124	11.0234	8.15278
"chr3"	129626753	129627226	474	"*"	"pool_peak_13451"	94	"Distal Intergenic"	3	129632019	129632492	474	2	"ENSG00000248659"	"ENST00000505608.1"	5266	NA	NA	NA	"AC023162.1"	7.52818	12.3906	9.44353
"chr3"	129893175	129893934	760	"*"	"pool_peak_13455"	248	"Promoter (<=1kb)"	3	129647794	129893576	245783	2	"ENSG00000172765"	"ENST00000426664.6"	0	"23023"	"TMCC1"	"transmembrane and coiled-coil domain family 1"	"TMCC1"	8.54198	28.0869	24.8202
"chr3"	130893702	130894542	841	"*"	"pool_peak_13457"	94	"Promoter (<=1kb)"	3	130893991	131003150	109160	1	"ENSG00000017260"	"ENST00000508532.5"	0	"27032"	"ATP2C1"	"ATPase secretory pathway Ca2+ transporting 1"	"ATP2C1"	6.67359	12.3416	9.4567
"chr3"	132417259	132417926	668	"*"	"pool_peak_13461"	93	"Promoter (<=1kb)"	3	132417502	132539032	121531	1	"ENSG00000138246"	"ENST00000260818.11"	0	"23317"	"DNAJC13"	"DnaJ heat shock protein family (Hsp40) member C13"	"DNAJC13"	7.09188	12.2486	9.38632
"chr3"	132721951	132723042	1092	"*"	"pool_peak_13462"	826	"Promoter (<=1kb)"	3	132680609	132722409	41801	2	"ENSG00000113971"	"ENST00000337331.10"	0	"27031"	"NPHP3"	"nephrocystin 3"	"NPHP3"	9.04407	86.7734	82.6301
"chr3"	133573448	133573958	511	"*"	"pool_peak_13464"	314	"Promoter (<=1kb)"	3	133573686	133590261	16576	1	"ENSG00000091527"	"ENST00000264993.8"	0	"55573"	"CDV3"	"CDV3 homolog"	"CDV3"	11.784	34.8619	31.4469
"chr3"	133661503	133662117	615	"*"	"pool_peak_13465"	200	"Promoter (<=1kb)"	3	133600238	133661941	61704	2	"ENSG00000163781"	"ENST00000260810.10"	0	"11073"	"TOPBP1"	"DNA topoisomerase II binding protein 1"	"TOPBP1"	9.94889	23.2227	20.0654
"chr3"	133784784	133785155	372	"*"	"pool_peak_13466"	81	"Promoter (<=1kb)"	3	133784023	133821492	37470	1	"ENSG00000144867"	"ENST00000466490.7"	761	"58477"	"SRPRB"	"SRP receptor subunit beta"	"SRPRB"	7.22388	11.0519	8.15713
"chr3"	133894873	133896164	1292	"*"	"pool_peak_13468"	154	"Promoter (<=1kb)"	3	133824235	133895882	71648	2	"ENSG00000154917"	"ENST00000285208.9"	0	"51560"	"RAB6B"	"RAB6B, member RAS oncogene family"	"RAB6B"	6.32361	18.4933	15.4611
"chr3"	133927285	133927939	655	"*"	"pool_peak_13469"	100	"Promoter (1-2kb)"	3	133928145	133929812	1668	2	"ENSG00000288547"	"ENST00000674356.1"	1873	NA	NA	NA	"C3orf36"	7.26928	13.0215	10.095
"chr3"	134029529	134030181	653	"*"	"pool_peak_13470"	198	"Promoter (<=1kb)"	3	133932701	134029925	97225	2	"ENSG00000174640"	"ENST00000310926.11"	0	"6578"	"SLCO2A1"	"solute carrier organic anion transporter family member 2A1"	"SLCO2A1"	9.56913	23.0389	19.8816
"chr3"	134250162	134251130	969	"*"	"pool_peak_13473"	106	"Promoter (<=1kb)"	3	134157133	134250468	93336	2	"ENSG00000163785"	"ENST00000460933.5"	0	"6259"	"RYK"	"receptor like tyrosine kinase"	"RYK"	6.32942	13.6149	10.646
"chr3"	134312770	134313613	844	"*"	"pool_peak_13474"	111	"Promoter (<=1kb)"	3	134313576	134321171	7596	1	"ENSG00000240006"	"ENST00000482019.1"	0	"105374119"	"LINC02004"	"long intergenic non-protein coding RNA 2004"	"LINC02004"	7.08047	14.1264	11.1465
"chr3"	134374394	134374994	601	"*"	"pool_peak_13475"	163	"Promoter (<=1kb)"	3	134355874	134374594	18721	2	"ENSG00000114019"	"ENST00000249883.9"	0	"51421"	"AMOTL2"	"angiomotin like 2"	"AMOTL2"	8.36615	19.4428	16.3463
"chr3"	135965394	135966537	1144	"*"	"pool_peak_13482"	620	"Promoter (<=1kb)"	3	135965728	136147894	182167	1	"ENSG00000073711"	"ENST00000264977.8"	0	"5523"	"PPP2R3A"	"protein phosphatase 2 regulatory subunit B''alpha"	"PPP2R3A"	7.74971	65.7854	62.0627
"chr3"	136195687	136196413	727	"*"	"pool_peak_13486"	293	"Promoter (<=1kb)"	3	136148917	136196335	47419	2	"ENSG00000174579"	"ENST00000309993.3"	0	"55167"	"MSL2"	"MSL complex subunit 2"	"MSL2"	9.20684	32.6157	29.3127
"chr3"	136751516	136752493	978	"*"	"pool_peak_13490"	262	"Promoter (<=1kb)"	3	136336236	136752378	416143	2	"ENSG00000118007"	"ENST00000236698.9"	0	"10274"	"STAG1"	"stromal antigen 1"	"STAG1"	7.46616	29.4933	26.209
"chr3"	138114828	138115506	679	"*"	"pool_peak_13495"	227	"Promoter (<=1kb)"	3	138061990	138115608	53619	2	"ENSG00000158163"	"ENST00000327532.7"	102	"199221"	"DZIP1L"	"DAZ interacting zinc finger protein 1 like"	"DZIP1L"	9.68898	25.9445	22.7562
"chr3"	138348160	138349024	865	"*"	"pool_peak_13498"	383	"Promoter (<=1kb)"	3	138348579	138405533	56955	1	"ENSG00000158186"	"ENST00000423968.7"	0	"22808"	"MRAS"	"muscle RAS oncogene homolog"	"MRAS"	8.84347	41.7967	38.3141
"chr3"	138434543	138435507	965	"*"	"pool_peak_13499"	102	"Promoter (<=1kb)"	3	138434586	138477060	42475	1	"ENSG00000158220"	"ENST00000486831.5"	0	"83850"	"ESYT3"	"extended synaptotagmin 3"	"ESYT3"	6.48881	13.2138	10.2533
"chr3"	138608697	138609641	945	"*"	"pool_peak_13502"	496	"Promoter (<=1kb)"	3	138608700	138633376	24677	1	"ENSG00000158234"	"ENST00000360570.7"	0	"55179"	"FAIM"	"Fas apoptotic inhibitory molecule"	"FAIM"	10.1773	53.327	49.6443
"chr3"	138784876	138785370	495	"*"	"pool_peak_13504"	85	"Intron (ENST00000674063.1/ENSG00000051382.9, intron 2 of 23)"	3	138777832	138778810	979	1	"ENSG00000239207"	"ENST00000481866.2"	7044	NA	NA	NA	"GAPDHP39"	7.32183	11.4522	8.55359
"chr3"	138834366	138835149	784	"*"	"pool_peak_13505"	526	"Promoter (<=1kb)"	3	138652698	138834928	182231	2	"ENSG00000051382"	"ENST00000674063.1"	0	"5291"	"PIK3CB"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	"PIK3CB"	10.0731	56.2884	52.6258
"chr3"	138915244	138915780	537	"*"	"pool_peak_13507"	311	"Distal Intergenic"	3	138889255	138889957	703	2	"ENSG00000242244"	"ENST00000463301.1"	-25287	NA	NA	NA	"ATP5MC1P3"	11.1998	34.5512	31.1768
"chr3"	141231307	141232211	905	"*"	"pool_peak_13521"	145	"Promoter (<=1kb)"	3	141231784	141321722	89939	1	"ENSG00000155893"	"ENST00000636601.1"	0	"92370"	"PXYLP1"	"2-phosphoxylose phosphatase 1"	"PXYLP1"	7.07395	17.6613	14.5681
"chr3"	141401981	141402858	878	"*"	"pool_peak_13522"	98	"Promoter (<=1kb)"	3	141402349	141442826	40478	1	"ENSG00000177311"	"ENST00000510338.5"	0	"253461"	"ZBTB38"	"zinc finger and BTB domain containing 38"	"ZBTB38"	6.57342	12.7124	9.82568
"chr3"	141487003	141487796	794	"*"	"pool_peak_13523"	654	"Promoter (<=1kb)"	3	141487027	141615344	128318	1	"ENSG00000155903"	"ENST00000286364.9"	0	"5922"	"RASA2"	"RAS p21 protein activator 2"	"RASA2"	9.98665	69.3912	65.4933
"chr3"	141876179	141877431	1253	"*"	"pool_peak_13528"	100	"Promoter (<=1kb)"	3	141876616	141926514	49899	1	"ENSG00000069849"	"ENST00000465172.5"	0	"483"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"	"ATP1B3"	6.02539	13.0239	10.0868
"chr3"	142149006	142149551	546	"*"	"pool_peak_13529"	207	"Promoter (<=1kb)"	3	141944428	142149544	205117	2	"ENSG00000114126"	"ENST00000489671.6"	0	"7029"	"TFDP2"	"transcription factor Dp-2"	"TFDP2"	10.6955	23.9455	20.7227
"chr3"	142225001	142225788	788	"*"	"pool_peak_13530"	199	"Promoter (<=1kb)"	3	142157527	142225585	68059	2	"ENSG00000175066"	"ENST00000392993.7"	0	"256356"	"GK5"	"glycerol kinase 5"	"GK5"	8.82205	23.1427	19.9558
"chr3"	142724021	142724577	557	"*"	"pool_peak_13532"	227	"Promoter (<=1kb)"	3	142724034	142807888	83855	1	"ENSG00000144935"	"ENST00000476941.6"	0	"7220"	"TRPC1"	"transient receptor potential cation channel subfamily C member 1"	"TRPC1"	10.27	25.9642	22.7126
"chr3"	142888673	142889295	623	"*"	"pool_peak_13537"	292	"Promoter (<=1kb)"	3	142817874	142889083	71210	2	"ENSG00000163710"	"ENST00000295992.8"	0	"26577"	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"	"PCOLCE2"	11.3062	32.6044	29.2502
"chr3"	142947277	142947857	581	"*"	"pool_peak_13538"	83	"Downstream (1-2kb)"	3	142938240	142941771	3532	1	"ENSG00000243818"	"ENST00000479792.1"	9037	"100507389"	"LOC100507389"	"uncharacterized LOC100507389"	"AC021074.3"	7.09627	11.2622	8.3706
"chr3"	143119330	143120741	1412	"*"	"pool_peak_13542"	174	"Promoter (<=1kb)"	3	143119771	143124014	4244	1	"ENSG00000175040"	"ENST00000309575.5"	0	"9435"	"CHST2"	"carbohydrate sulfotransferase 2"	"CHST2"	7.04468	20.4699	17.429
"chr3"	143971687	143972816	1130	"*"	"pool_peak_13544"	120	"Promoter (<=1kb)"	3	143971823	143992368	20546	1	"ENSG00000181744"	"ENST00000315691.8"	0	"205428"	"DIPK2A"	"divergent protein kinase domain 2A"	"DIPK2A"	6.08931	15.0188	12.0012
"chr3"	146160804	146161522	719	"*"	"pool_peak_13548"	420	"Promoter (<=1kb)"	3	146069440	146161184	91745	2	"ENSG00000152952"	"ENST00000282903.10"	0	"5352"	"PLOD2"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"PLOD2"	10.5465	45.6434	42.0931
"chr3"	146250571	146251189	619	"*"	"pool_peak_13550"	190	"Promoter (<=1kb)"	3	146192335	146251105	58771	2	"ENSG00000114698"	"ENST00000354952.7"	0	"57088"	"PLSCR4"	"phospholipid scramblase 4"	"PLSCR4"	10.0402	22.2027	19.0517
"chr3"	148697804	148698365	562	"*"	"pool_peak_13559"	112	"Promoter (<=1kb)"	3	148697871	148743003	45133	1	"ENSG00000144891"	"ENST00000349243.7"	0	"185"	"AGTR1"	"angiotensin II receptor type 1"	"AGTR1"	8.34469	14.2085	11.2301
"chr3"	148991248	148992297	1050	"*"	"pool_peak_13561"	179	"Promoter (<=1kb)"	3	148991408	149027668	36261	1	"ENSG00000163754"	"ENST00000627418.2"	0	"2992"	"GYG1"	"glycogenin 1"	"GYG1"	7.57104	21.1311	17.9834
"chr3"	149657729	149658688	960	"*"	"pool_peak_13568"	105	"Promoter (<=1kb)"	3	149517235	149658025	140791	2	"ENSG00000018408"	"ENST00000360632.8"	0	"25937"	"WWTR1"	"WW domain containing transcription regulator 1"	"WWTR1"	6.75587	13.492	10.56
"chr3"	149970138	149971534	1397	"*"	"pool_peak_13570"	211	"Promoter (<=1kb)"	3	149964904	149970950	6047	2	"ENSG00000070087"	"ENST00000452853.6"	0	"5217"	"PFN2"	"profilin 2"	"PFN2"	6.08403	24.3369	21.1385
"chr3"	150408362	150408996	635	"*"	"pool_peak_13572"	131	"Promoter (<=1kb)"	3	150408335	150466431	58097	1	"ENSG00000196428"	"ENST00000361875.7"	27	"9819"	"TSC22D2"	"TSC22 domain family member 2"	"TSC22D2"	7.4634	16.2145	13.1739
"chr3"	150546023	150546603	581	"*"	"pool_peak_13573"	215	"Promoter (<=1kb)"	3	150541998	150546496	4499	2	"ENSG00000120742"	"ENST00000239944.7"	0	"27230"	"SERP1"	"stress associated endoplasmic reticulum protein 1"	"SERP1"	10.5052	24.7738	21.5676
"chr3"	150762864	150763634	771	"*"	"pool_peak_13576"	636	"Promoter (<=1kb)"	3	150741125	150763169	22045	2	"ENSG00000181788"	"ENST00000312960.4"	0	"6478"	"SIAH2"	"siah E3 ubiquitin protein ligase 2"	"SIAH2"	9.84017	67.4647	63.601
"chr3"	153162040	153162676	637	"*"	"pool_peak_13582"	271	"Promoter (<=1kb)"	3	153162226	153170627	8402	1	"ENSG00000181467"	"ENST00000323534.5"	0	"5912"	"RAP2B"	"RAP2B, member of RAS oncogene family"	"RAP2B"	10.1999	30.4549	27.1476
"chr3"	155805965	155806518	554	"*"	"pool_peak_13588"	166	"Promoter (<=1kb)"	3	155762617	155806266	43650	2	"ENSG00000174928"	"ENST00000482061.6"	0	"285315"	"C3orf33"	"chromosome 3 open reading frame 33"	"C3orf33"	9.54508	19.7115	16.6112
"chr3"	155870195	155871381	1187	"*"	"pool_peak_13589"	371	"Promoter (<=1kb)"	3	155870650	155937710	67061	1	"ENSG00000163655"	"ENST00000295920.7"	0	"8833"	"GMPS"	"guanine monophosphate synthase"	"GMPS"	6.88583	40.4627	37.1055
"chr3"	156605899	156606455	557	"*"	"pool_peak_13592"	83	"Distal Intergenic"	3	156542821	156555149	12329	2	"ENSG00000114850"	"ENST00000467789.5"	-50750	"6747"	"SSR3"	"signal sequence receptor subunit 3"	"SSR3"	7.19919	11.2037	8.31195
"chr3"	156674535	156675791	1257	"*"	"pool_peak_13593"	177	"Promoter (<=1kb)"	3	156674590	156706770	32181	1	"ENSG00000163659"	"ENST00000295924.12"	0	"25976"	"TIPARP"	"TCDD inducible poly(ADP-ribose) polymerase"	"TIPARP"	8.07264	20.8432	17.7602
"chr3"	156816276	156817329	1054	"*"	"pool_peak_13594"	256	"Promoter (<=1kb)"	3	156747343	156817013	69671	2	"ENSG00000240875"	"ENST00000664482.1"	0	"730091"	"LINC00886"	"long intergenic non-protein coding RNA 886"	"LINC00886"	7.58876	28.8566	25.6079
"chr3"	157120243	157120736	494	"*"	"pool_peak_13597"	97	"Promoter (2-3kb)"	3	157081667	157123004	41338	2	"ENSG00000243629"	"ENST00000471357.1"	2268	"339894"	"LINC00880"	"long intergenic non-protein coding RNA 880"	"LINC00880"	7.85955	12.6568	9.72096
"chr3"	157159345	157159925	581	"*"	"pool_peak_13598"	160	"Promoter (<=1kb)"	3	157152740	157159441	6702	2	"ENSG00000163660"	"ENST00000467081.1"	0	"57018"	"CCNL1"	"cyclin L1"	"CCNL1"	9.54848	19.1866	16.0948
"chr3"	157437540	157438036	497	"*"	"pool_peak_13600"	86	"Promoter (<=1kb)"	3	157381273	157436953	55681	2	"ENSG00000197415"	"ENST00000482685.5"	-587	"79674"	"VEPH1"	"ventricular zone expressed PH domain containing 1"	"VEPH1"	7.37942	11.5322	8.6027
"chr3"	158105599	158106068	470	"*"	"pool_peak_13602"	117	"Promoter (<=1kb)"	3	158096011	158106050	10040	2	"ENSG00000168779"	"ENST00000441443.6"	0	"6474"	"SHOX2"	"short stature homeobox 2"	"SHOX2"	7.58354	14.7254	11.7123
"chr3"	158731951	158732644	694	"*"	"pool_peak_13607"	371	"Promoter (<=1kb)"	3	158696892	158732457	35566	2	"ENSG00000118849"	"ENST00000237696.10"	0	"5918"	"RARRES1"	"retinoic acid receptor responder 1"	"RARRES1"	10.8995	40.582	37.113
"chr3"	159763549	159765311	1763	"*"	"pool_peak_13610"	258	"Promoter (<=1kb)"	3	159763713	159764963	1251	1	"ENSG00000283154"	"ENST00000640565.1"	0	"29970"	"SCHIP1"	"schwannomin interacting protein 1"	"IQCJ-SCHIP1"	6.16912	29.0743	25.8638
"chr3"	160225396	160226539	1144	"*"	"pool_peak_13616"	85	"Promoter (<=1kb)"	3	160225496	160228213	2718	1	"ENSG00000180044"	"ENST00000326474.4"	0	"401097"	"C3orf80"	"chromosome 3 open reading frame 80"	"C3orf80"	5.61625	11.392	8.53714
"chr3"	160564938	160565617	680	"*"	"pool_peak_13620"	111	"Promoter (<=1kb)"	3	160495007	160565571	70565	2	"ENSG00000186432"	"ENST00000334256.9"	0	"3840"	"KPNA4"	"karyopherin subunit alpha 4"	"KPNA4"	7.67808	14.1517	11.1773
"chr3"	160755241	160756283	1043	"*"	"pool_peak_13621"	170	"Promoter (<=1kb)"	3	160755602	161022462	266861	1	"ENSG00000163590"	"ENST00000497343.5"	0	"151742"	"PPM1L"	"protein phosphatase, Mg2+/Mn2+ dependent 1L"	"PPM1L"	6.86012	20.0556	17.0688
"chr3"	161221203	161221754	552	"*"	"pool_peak_13623"	283	"Promoter (<=1kb)"	3	161221262	161238191	16930	1	"ENSG00000169251"	"ENST00000493066.5"	0	"51068"	"NMD3"	"NMD3 ribosome export adaptor"	"NMD3"	12.3991	31.6964	28.3351
"chr3"	168095185	168095802	618	"*"	"pool_peak_13631"	259	"Promoter (<=1kb)"	3	168010235	168095344	85110	2	"ENSG00000173905"	"ENST00000309027.4"	0	"27333"	"GOLIM4"	"golgi integral membrane protein 4"	"GOLIM4"	10.392	29.2697	25.9931
"chr3"	168249510	168250104	595	"*"	"pool_peak_13632"	83	"Promoter (<=1kb)"	3	168249522	168314157	64636	1	"ENSG00000206120"	"ENST00000502332.5"	0	NA	NA	NA	"EGFEM1P"	6.8617	11.2158	8.30059
"chr3"	169662238	169663116	879	"*"	"pool_peak_13637"	121	"Promoter (<=1kb)"	3	169149482	169663618	514137	2	"ENSG00000085276"	"ENST00000485957.1"	502	"2122"	"MECOM"	"MDS1 and EVI1 complex locus"	"MECOM"	6.61506	15.1355	12.1475
"chr3"	170037830	170038870	1041	"*"	"pool_peak_13643"	251	"Promoter (<=1kb)"	3	170037995	170085392	47398	1	"ENSG00000173890"	"ENST00000355897.10"	0	"26996"	"GPR160"	"G protein-coupled receptor 160"	"GPR160"	7.36065	28.2863	25.1202
"chr3"	170222327	170222910	584	"*"	"pool_peak_13644"	258	"Promoter (<=1kb)"	3	170222424	170305977	83554	1	"ENSG00000163558"	"ENST00000295797.5"	0	"5584"	"PRKCI"	"protein kinase C iota"	"PRKCI"	11.9478	29.129	25.828
"chr3"	170356985	170358101	1117	"*"	"pool_peak_13645"	468	"Promoter (<=1kb)"	3	170357678	170360073	2396	1	"ENSG00000136603"	"ENST00000477216.1"	0	"6498"	"SKIL"	"SKI like proto-oncogene"	"SKIL"	6.44112	50.4444	46.818
"chr3"	170907968	170908707	740	"*"	"pool_peak_13651"	144	"Promoter (<=1kb)"	3	170888418	170908637	20220	2	"ENSG00000163577"	"ENST00000295822.7"	0	"56648"	"EIF5A2"	"eukaryotic translation initiation factor 5A2"	"EIF5A2"	8.26951	17.4908	14.4318
"chr3"	171459966	171460505	540	"*"	"pool_peak_13656"	109	"Promoter (<=1kb)"	3	171058414	171460405	401992	2	"ENSG00000154310"	"ENST00000436636.7"	0	"23043"	"TNIK"	"TRAF2 and NCK interacting kinase"	"TNIK"	7.98275	13.9431	10.978
"chr3"	172039613	172040922	1310	"*"	"pool_peak_13664"	273	"Promoter (<=1kb)"	3	172039628	172187298	147671	1	"ENSG00000075420"	"ENST00000421757.5"	0	"64778"	"FNDC3B"	"fibronectin type III domain containing 3B"	"FNDC3B"	7.56871	30.5662	27.3037
"chr3"	174440815	174441474	660	"*"	"pool_peak_13674"	809	"Promoter (<=1kb)"	3	174440945	174540748	99804	1	"ENSG00000177694"	"ENST00000481679.5"	0	"254827"	"NAALADL2"	"N-acetylated alpha-linked acidic dipeptidase like 2"	"NAALADL2"	13.0515	85.0358	80.9399
"chr3"	179071379	179072183	805	"*"	"pool_peak_13685"	182	"Promoter (<=1kb)"	3	178960121	179071831	111711	2	"ENSG00000172667"	"ENST00000652290.1"	0	"64393"	"ZMAT3"	"zinc finger matrin-type 3"	"ZMAT3"	8.54947	21.3199	18.2097
"chr3"	179322573	179323455	883	"*"	"pool_peak_13688"	178	"Promoter (<=1kb)"	3	179323031	179338583	15553	1	"ENSG00000121864"	"ENST00000496856.6"	0	"51193"	"ZNF639"	"zinc finger protein 639"	"ZNF639"	7.78278	21.0187	17.8757
"chr3"	179450985	179451782	798	"*"	"pool_peak_13689"	215	"Promoter (<=1kb)"	3	179396088	179451470	55383	2	"ENSG00000114450"	"ENST00000232564.8"	0	"59345"	"GNB4"	"G protein subunit beta 4"	"GNB4"	8.01216	24.7686	21.5826
